instP,clock,pipelines,instM,latency,transfM,band,y
1528812856.1265461,1930636558.3997657,2.8609005484079484,5184689.691682138,7.483078865179823e-08,597307660.4839206,5538752167.653584,0.001460614643658118
2984366974.583249,1412180737.8767786,8.332984106031736,6847094.388540285,8.462785631144334e-08,209381714.25060254,1471876674.875536,0.001396578805522021
7610615695.509927,543074752.3740699,8.900207131358137,9830542.497840969,9.514822560554859e-08,703219009.0338523,1439528553.2866597,0.003400559783246312
2289634169.846725,117689174.69674928,7.848907424315388,5890241.827412209,4.756571441675518e-08,695865006.8762672,7831150808.169426,0.0037213698921456633
3250439876.610292,4995770486.439577,17.55162553260525,7552943.010302167,9.786841584393343e-08,353986330.02641654,1457846519.1700907,0.0011885654033070596
6657317480.798738,4116373781.2715273,13.185208959880116,8585139.499549977,1.552574276222069e-08,405901518.2440394,3804081908.4716825,0.0005835157283895784
1471913552.3533318,4814229576.112521,5.403356711918193,4240825.962338826,5.873297840403616e-08,869627380.876858,5516266870.453038,0.001139492893751865
2831665485.194842,3850440710.170502,19.748868328104543,5112873.6029151995,9.04849647386752e-08,999923654.3137236,4405093075.116699,0.0011588608301059682
7402649546.680938,2516099537.4664598,1.551353411911359,3839797.8869443396,3.499209045105142e-08,36772136.97847073,8337219767.2174015,0.002763839678797571
8081420526.298784,3583743276.656506,3.6162594073055554,4997907.476769477,9.402636585778793e-08,643756522.6910236,4340894077.733913,0.001977938693515503
2544283077.224048,3293706647.653029,11.911634232063612,6340996.315593718,6.510298001436952e-08,136292320.25961253,5844554649.9602785,0.0010750541762093425
2293246835.907772,176203122.82610524,17.70268410685058,4947712.520966974,5.0330559490110526e-08,845073176.2385192,6707091680.896389,0.001779240556442066
6756297637.372779,2996307192.969098,16.15054717257097,4634074.214094295,8.623494493278271e-08,503627583.7380419,5469622142.791242,0.0012198640277603714
5358408812.765408,446357626.90108407,2.6694302019515743,6653163.748788584,7.828470556721924e-08,203405159.050622,8310338738.1460085,0.005130727455062061
4361240108.5822,1858322925.976833,9.948473571654691,7633469.832314336,6.598800687656176e-09,79320071.44795237,1195166972.2108123,0.0007121803317815714
8318464375.688925,3768553058.849149,18.79612402455733,470318.66171363357,2.252761228577859e-08,720781683.5844156,8017751145.888244,0.00023596893448285075
4820747503.740415,4072990630.1611996,4.287935904237386,9891153.618371168,2.7630857525930438e-08,674254164.2320198,4036890530.5620794,0.0008296398204887447
1241274620.916259,591001804.221223,11.92842927365124,8361739.33990311,9.428012878453639e-08,934999369.3339922,3488646157.77815,0.0018947284468286585
1527321752.1586602,3894841254.64726,1.2605257441686786,1169911.5336184588,1.589243323837045e-08,959605482.067262,9126993639.106453,0.0004746622762944053
3200041789.0495105,2140853080.6042712,15.742984014441715,9895834.766247682,8.156096128664764e-09,166670113.1793219,8774486222.09919,0.000556372970944866
5154663759.564215,3197732365.8428583,7.458183828329338,1509366.6687258275,4.870742902678805e-08,233094501.4681131,4305923124.7797165,0.001312170965034539
3553226984.6524553,2260942382.8585944,12.47031852517643,8915131.71749712,8.74185304635757e-08,909856781.6022443,4392815242.45842,0.0019750720192567833
5550294608.822008,3077226173.545307,6.676264743287171,8895093.757894054,3.6893058949208557e-08,891130969.7516733,6012632935.377947,0.0009728884920397155
1607206152.3345995,3378825948.117027,10.02658112810606,8212598.58612225,6.332194499216534e-08,195200355.27708206,2154956356.0446672,0.0008712111648809548
815738820.6034048,3667540477.7799835,19.381550351550807,3810175.775136205,9.945819238413315e-08,129096618.31188175,5109008768.495108,0.0007089215465132862
8530069815.197999,3786672514.8399353,1.2080363381654704,6471490.213544117,1.7454036935404024e-08,61342993.63014828,8649098697.391129,0.0024548393145307863
9542700126.666048,1911548811.1619906,3.661838436285909,2260490.263904118,4.3099743057651534e-08,696688452.5411795,2112502681.9807725,0.00271994433324941
7556773119.580874,4111317644.630188,17.57948128191201,2308376.4646482863,5.5198485721196556e-08,584838225.8565449,3126594132.6875553,0.0007626892668385032
2926294549.3537164,943552454.9043436,12.252774969125209,3595939.927733623,6.62224809188208e-08,650316121.1366589,6607010714.58042,0.0006763071634359155
381527766.13366556,1739981495.6147947,15.92845735942771,6888802.528955181,5.225012516636924e-08,567557240.9968166,1276591294.7170482,0.001374492184637963
2629509406.116676,1131120012.7309685,7.340104272548712,6391568.37567404,1.409517763604134e-08,590606154.05855,4161670513.949905,0.0011613346136404507
3943089341.7817955,781008996.8138165,3.062767774068963,5596593.80714789,2.435767918440228e-08,153348461.1251018,3666874472.34191,0.0019373943908218925
7392898045.809577,1466876672.967272,16.877044733040634,4130937.1453573206,3.99027682822334e-08,940038502.7104077,4530140546.30403,0.001402628835949428
628699062.3043494,921437538.708332,6.26255625559711,4365819.758727509,4.5240224483176676e-08,783800796.4781655,5764960514.204989,0.0010343657486741073
3206381422.836962,3652530642.608519,19.646472147006897,9757083.59582692,7.919879264379166e-09,198111858.6181873,4095446047.7469325,0.00021862322749454147
5889037394.54219,3643682516.49737,16.065641378743592,3680284.1142726373,1.3443716040025706e-08,6347231.99332332,3646905170.244385,0.00021040615370027132
5044670195.745603,3905852695.989958,13.828704567370924,8055999.788916256,9.567506942845236e-08,373305685.8880949,1477083859.067119,0.0011357293135481077
822182598.3137298,2820730557.122255,1.8822884412149572,8421373.09566953,5.235959489424412e-08,508951530.30657804,5893327103.221146,0.0010921894573629515
5290630444.884166,3338297073.7095723,4.89670645098088,7224657.933893293,6.128474524751525e-08,644655824.6204537,3039759977.973235,0.0015905048568709665
6930831812.889876,2958913515.020746,13.065874806421691,6663605.984732252,7.180882133962259e-09,703697711.099046,1737291662.3025827,0.0012797815837236222
2312798001.5644855,1888207511.0468984,19.380214479952713,9940242.389936969,8.317730532015008e-08,899886269.2999486,2908014313.0632014,0.001849222267727677
7488240017.555262,2820517481.8069186,5.649831692210789,8835065.675953265,9.077002722171808e-08,955389330.939262,3829827088.663571,0.0025060010452384405
4791463961.050432,2080176975.0635264,6.381309076769659,1464746.2718591944,1.7263199111708708e-08,192854864.60642347,3686864757.5687704,0.0010298852627279084
7712189719.423136,428621674.54005486,9.114675433864804,9521338.05524488,2.171340164567592e-08,22450622.756007355,9362801908.984005,0.002731616434581323
5064308386.7254715,4374726515.3217535,18.213969706970516,2551877.935826032,5.607695220299173e-08,920820890.3538848,1642707915.8483965,0.0013229780685653182
9001069312.35346,3980953755.962675,10.819101065114982,8941224.356206713,3.23723832568562e-08,150814926.1174785,9907963451.700878,0.0012198301895842206
4409615286.094932,1875403804.2258208,12.431427663479136,2190325.7565572425,4.086747587906732e-08,734989526.8979843,3323926543.5291543,0.0013519721814426035
1981285612.4338107,2915425432.596472,15.40679645045602,1900843.1077841916,4.766699858394396e-09,565392454.7809796,9616816698.05724,0.0001402658372543352
4465537102.136365,699803209.0135726,1.5005771646518022,121823.41076129892,7.504563004759665e-08,399945781.1510015,2207678298.02117,0.0047720131509703554
4770800906.374631,4075692737.902995,11.051331671173871,2055927.0624165745,4.73937958007871e-08,285787195.3425152,6004608070.170761,0.0010353320372649554
9508711542.648188,2313757300.175598,2.9177693387389483,3399246.7634807383,6.257827761771809e-08,379314389.37924534,5901725611.358199,0.002296911658626075
2756616011.5252075,1475109217.8651946,7.386109485299382,6379362.320662965,2.0079236849521176e-08,604367786.6696774,9942310630.861769,0.0011234248718366075
6293216717.51227,1301493644.1897874,17.272163843172745,3765008.688343721,2.48600925827697e-08,316901912.0724256,9928351890.06939,0.0008959653677847478
4814201835.826213,4503455521.635412,14.10718176099859,9511619.20213562,6.661936363762409e-08,347501036.27282643,7013336601.334926,0.0008181472438508919
1959765868.1874125,2654512480.8177395,10.858541978094658,9125791.559425047,2.7702325391142656e-08,811968500.7302746,8058685609.623498,0.0006882874272803343
9174890188.413233,816858755.6619235,8.90132081104419,7301161.354042336,8.188988767800095e-08,652723679.4683121,2345941930.9420395,0.0023632093478370133
2554538651.6079664,162094634.69160193,16.41843658692678,9598435.069110679,6.614029673672775e-08,365945108.94081634,2448848700.5982914,0.002297301452575816
4933368318.002669,2229054404.4738607,9.651106102733655,2159868.0988120264,4.7671911298057555e-09,383714066.41146195,1951076867.0384097,0.0005546830442157021
7784085267.24577,4039515270.576176,1.0105352556506986,3892186.319909647,6.410495295493511e-08,421167162.4312915,3681307186.648413,0.0025420441101205128
7288642053.788199,2093470264.662439,14.269353012616074,7812116.937745645,9.796554859203493e-08,259225491.70282406,4720420322.642969,0.0016463030555798944
6507223103.04776,4416192313.167442,17.8396527883911,6754401.988074874,3.2217597749865634e-08,448932237.3676712,3097718131.344948,0.0006518058192316412
5695032368.612332,186777721.8750242,18.728991352579953,1971664.9523540644,2.6162593412401793e-09,436518413.09814394,9561815153.123756,0.0020590067510948456
7020209654.699081,2591504471.651852,3.293570467809537,4158422.7097671353,8.528534288063478e-08,224091883.7611846,6496526297.121362,0.0016074993020029904
6485084538.087604,2606838692.8294725,8.818886484830763,9934467.385901451,4.5975149587020015e-08,430969987.17553097,8725011035.779556,0.0016791027842006398
8529483739.301768,1389142950.6666522,11.932161872624999,5191635.457813099,7.241025641036094e-08,8472192.053890195,6286715246.333613,0.0018700209229976384
9360980144.222425,1410584739.9483573,4.071547496641505,943730.9382382622,2.5779365688784034e-08,840348580.1743724,3375357716.0681043,0.0024457266859864856
9794412921.657803,3681739691.181527,8.798920764179472,429493.60422560223,9.46594099916561e-08,656532262.9774637,3533707904.976496,0.0014306030837692022
5518997631.904815,1806181057.1785498,19.964432018579082,6381334.568235146,2.6893789445427953e-08,906046795.4138082,3814649353.7613826,0.0013708348501051712
7140443149.288694,1448593210.6859827,6.831384040603893,3170946.1232338566,3.811038594033225e-08,176661309.11034957,6438070540.44976,0.001286831604554931
8652922235.018948,742989785.1087276,4.420984237367231,7894664.468685604,5.9310523871374766e-08,104707629.16780089,5870375595.116072,0.0038483562420093933
2761970125.4168572,2491640208.80004,12.995751707539982,339048.05975202756,5.6325883175515196e-08,137016882.3156318,7205714159.302111,0.00030102227678135214
572675214.3964349,3057533417.243651,4.824731777400224,9539735.136924865,6.74462140111859e-08,499872569.44517905,4704513095.733073,0.0009327365765837423
6656614279.336089,758735673.5475823,16.803975612987863,9962507.559016826,4.835091952362934e-08,784042649.7868252,5134806099.868912,0.0020076519748061026
5252073522.54544,3621616307.29767,16.223366665468554,9915433.8117284,4.2234506924127685e-08,967093898.7126179,1296383556.579709,0.0021180603878168886
60273291.32719295,2369994584.0417237,6.236177120299753,3494834.1065624803,1.2362537284352328e-08,602101369.8850931,6887042579.146034,0.0001925360863157058
7962032951.863236,1691723543.5401373,18.2918340577933,4726273.718450735,7.712098856824868e-08,478487199.6439942,8094873258.10512,0.0014979689981767022
59179797.20126556,4544608406.666676,12.705001883134509,2099792.50852503,4.311293263594044e-08,584622924.6642534,6626449862.301469,0.0005272263526865446
8081267132.937193,3805449582.856704,7.683127705167939,6211532.723616686,8.068795957733907e-08,300306606.8951384,2271217270.9373016,0.0019037849266303974
5913538317.787297,2255072053.1889267,6.7903871273565235,3683019.681655494,1.4907240113855247e-08,742820442.2428682,2277942897.90176,0.001054393752478428
5936555810.386751,4216694356.5877943,19.3447910815907,5892308.853039266,9.409038315267352e-08,449500009.04968107,9176337264.878838,0.0013197980662319141
9423298929.567644,4771062300.231864,2.880526541190773,4681498.340169178,1.377735461118966e-08,725160387.3675102,6847293394.875207,0.001764362032731143
9108931402.615875,900402153.5717367,18.858471848350742,3983289.402461364,9.914519791884946e-08,327416751.184565,9211918217.867413,0.0010053558269471168
4840679619.477573,1982661764.8753703,14.259334387633912,6274916.683609511,1.6091669573785634e-08,918172776.5766294,4533898561.430804,0.0004904250090589253
1332766358.3201966,2546069725.8559647,18.783577034084082,2162568.4472045507,1.839113321052135e-09,222942999.26884124,6704320652.60853,0.0006051398315946636
8516447200.7660265,2669884936.503059,13.166531627635836,4303995.004615668,7.309339814067573e-08,787188627.5666858,4125973170.09229,0.0008593085403782091
7604096975.932181,307763541.266858,13.400561992848127,2723705.631890682,3.8577849955393076e-08,334039539.03884685,3301440782.0429096,0.002261706331816849
6761298292.5784,3233910544.516314,19.5911480031922,1134035.1509622715,6.45072186329414e-08,719700064.4377143,8183991630.963724,0.00044877123681096633
1561672737.2689662,3951373212.571851,19.423498945149397,3310457.3120644265,5.621254781239992e-08,4588970.184759904,2359241633.589982,0.0008754258920586942
8472287791.711118,2377972933.036069,10.191858148332303,6319048.367927143,5.3005153118996346e-08,738507767.7522166,9261884200.54721,0.0012542789798296037
7030659488.934224,3563062751.9287357,17.551654469372615,3027080.076909095,3.5603854569512683e-09,425770272.6734765,2951435772.674162,0.0009367436656434291
9901418464.853083,1819645880.1146197,17.469244926485054,233521.97042678695,5.542033844760618e-08,621869864.1752855,5656719634.293442,0.0010820915956458908
8751098030.472298,2666555569.670313,11.303003183860739,4743235.695400776,4.290982053998174e-08,16234460.260200884,2538135432.2309237,0.0010328836034569897
308848054.5319699,1381415799.6558368,8.125588301963571,7219088.559664055,5.4817885680746795e-08,477932875.57135046,1237608514.6091876,0.001360816663235058
932507810.3896297,4425004383.869073,13.41939437099417,1552182.5228022137,2.5522360620293382e-08,800599707.3841972,7082768101.451104,0.00023359377063938134
3393182240.968857,4851709566.3237915,14.737578590026756,5022134.373462638,1.5270127999377657e-08,844950874.6057639,8920530118.222775,0.0007215138397827496
9323431325.672365,2874967330.3408775,12.344583906365234,1716492.0633490311,9.612026202903048e-08,438604010.98254716,9062594932.750303,0.0008466417168392533
8556738868.016047,3528215075.3049703,9.29472732805536,2141274.0736491755,1.3273426627655362e-08,98763441.04640359,3689601763.891322,0.0007721871509526957
2236326675.123789,3028542387.9245152,17.166078442129866,5643528.131715117,6.481060234065574e-08,629065203.3567259,2829805770.2152653,0.001013056160594656
806171605.8382652,2307249326.9615054,16.390720954315377,591242.9108121039,9.887270968563413e-08,191037937.20233712,6486141104.501317,0.000931476267997216
5778291039.459351,1136208260.8018832,18.694548126406723,4833229.971208925,2.188769331371117e-08,639655029.4130111,5869460304.333341,0.0012028088806384308
3163268757.817169,4461590959.741183,15.022705709206242,3069978.9062468987,6.185185485536922e-08,327075540.60004824,6681872671.606231,0.000612335910845513
8891081740.800297,3255071672.168871,1.559219021858595,5632553.855941835,8.46107152803921e-08,683765241.8143641,9570517620.463013,0.002305813052835145
3259668270.4874086,668195667.281963,15.643403621184653,9453913.453821689,6.721017667885139e-08,132581225.29222992,3076919619.081692,0.0016818770552698907
7033491949.198071,4270436692.411205,7.621801914413112,46189.39142864917,9.137408160253653e-08,110008389.46231851,6087863828.894698,0.0003614866252798717
4565286362.14134,3355252927.3388486,7.126265669699088,4774170.796386904,7.22006763710145e-08,520305204.1172547,6331348346.10964,0.0014391105814120552
4510414145.073688,1464564395.551938,10.270346437630081,9827310.521239702,2.119946195868533e-08,512399424.12546855,2891220409.718111,0.0014794620321390167
9269751779.963638,232924469.43827504,4.996554132141787,7648336.394480153,8.159365565541108e-08,588226927.5512028,9149710840.145067,0.009560863198106532
9879339282.872026,4153507369.2029357,5.112306827216646,2285352.964121483,4.1240184284272056e-08,216751407.65048516,7980486944.645737,0.0006767018261579559
5284473081.690407,1180753014.057914,19.03002625786276,3005731.5352364546,5.491163070235956e-08,957121246.3983027,3599637273.397128,0.0014483580706002779
9724118589.519297,1009863749.0173275,16.475843385335047,2530720.664132128,5.89977665238772e-08,649964055.2101847,4837789191.893496,0.0009010223877106258
9226778643.046545,177249221.7160022,15.669229805394323,2391542.9062867234,1.8727814428740504e-08,620388838.1741594,3355676906.534429,0.004474688740188476
5188475754.520563,1474453039.6855953,9.913964219955494,5039014.651943246,1.2300528030474393e-08,131864135.86261289,1594976467.2937465,0.0012420241460588117
8493053752.484388,3607584347.8229775,7.652141710832593,6424803.28891328,3.154167884059887e-08,28391322.2771079,1697244250.3644369,0.0012088738801173562
1732491756.8764563,4682308737.858883,19.954859287053377,8754604.812102197,6.236584355435778e-08,557847583.0188395,8928818508.626158,0.0007373004400732811
9333414933.815672,4822143137.094271,5.033838135984343,8266205.241753425,4.470583840380444e-08,389467580.41895026,6763993900.057319,0.0015308835738534815
7007863882.135099,588507382.7592218,5.923715098419628,3819499.370091403,5.468935674222266e-09,825522567.7433223,4850556657.085244,0.002439892285435965
7443365598.775054,3882780942.98462,4.196563045040248,5583087.502023829,2.8974902950142577e-08,454833313.68217057,2326470489.503317,0.0009359679176670218
6784840471.498183,3688103094.953824,6.314892580334702,9632763.839331673,4.300514759276692e-08,589551476.1817763,3171743970.9112945,0.0010400201876624587
7909373363.62374,4677651605.487443,7.326799200944787,8231393.701150711,4.7439352263833814e-08,805181737.6160562,7566786565.056414,0.0017254098082330703
1330709942.4625375,4114424309.9527984,13.877372592530088,592182.4588842088,7.78786534373477e-08,442971704.65239406,2857335463.977146,0.00073087052491651
6391415617.634175,4745472315.048436,19.83325933282937,8703202.160689777,4.4878115894995076e-08,9169301.719228059,9048786878.673687,0.0013369510014363552
1471426360.0432262,4883959542.2770405,17.738450537152985,4160296.798817437,8.440637038063248e-08,652550317.7285409,9953447701.672874,0.0009515722369047058
8293375287.804565,248194851.54360816,9.658877661015834,2366728.3818922755,4.517210415195233e-08,382171460.48549265,4843812043.346939,0.00464044286959059
7282139092.621425,2900067748.9821234,17.074085681766572,4176783.8243379137,1.4254844758586305e-08,119995295.61526127,7645877510.366624,0.0010965629817398096
3775793204.736029,4157620521.96069,11.853490808016776,9911189.135259122,4.088687491134446e-08,149033026.3072619,9648757189.434778,0.0006646776521514586
4628160370.210384,942077197.3862052,14.367604292081442,3570144.9186626794,5.3407792341663e-08,169752058.05452284,8886225562.460913,0.0012463990232595827
5662738378.043835,3600239329.5626864,7.233103825772644,2395743.397586297,8.192565340952215e-08,49498497.93072458,6640653306.723719,0.0009329288819029859
8811046190.515202,3997068761.988362,6.813407247649822,5166819.051672286,9.834867933110923e-08,575884716.2577449,4934886425.980692,0.0016504915465022805
8060556957.230164,2087947176.7893193,10.33846910107801,5433174.119031376,8.179248806499074e-09,980883014.9770758,6102434730.033123,0.0012281370713513571
5692828200.88764,425452177.23297906,5.597597779569759,3384650.9356348496,5.4107874552014724e-08,119629501.7569893,5864944059.924132,0.0030056455154330274
7712226504.885168,4734641303.190451,19.906384383727833,1320068.1966972456,9.806347017512006e-08,798782123.187151,6415376632.06642,0.0004222730994095325
3296938195.029776,2598541226.2209854,2.199037044628535,2331579.617862266,1.4940618083873327e-08,251055903.1199947,9304993193.152737,0.0009825565985809679
4149282226.541312,1639248594.7939267,5.229998074515018,3771213.297917094,4.294065366586993e-08,501961349.81428605,5087668612.568163,0.001606435869700011
3272750101.018035,4884385938.67642,7.579323456250923,2671575.1617191634,6.072598218795261e-08,749010204.2843646,3498602536.423595,0.000535106534553296
64790441.80475071,3218191117.3430185,18.902784300836046,8580744.309047576,5.841234963524078e-08,372176252.83160913,7363720449.225176,0.0008753346802706046
5078097706.881966,2516403460.5976133,4.659345033034976,6697485.422543232,2.5407772903737606e-08,238899461.77592236,5684425396.744073,0.0011160172502750747
3905591966.2804995,1302882555.706411,19.64953612757601,7049025.56894679,5.0829522249093695e-08,742874180.6574519,9442289134.61842,0.0008999989091087614
8464965540.576369,326877374.90800244,18.969838948952408,405803.2827437081,5.377570289961212e-08,46731139.10826406,7830105116.619291,0.0016009178496908364
9110014214.161898,1566129025.0923502,7.655909233406604,195877.51766179327,7.361262241602407e-09,855024705.6586822,1795802000.3345675,0.0022125681372421892
8681710528.05253,534621493.0161193,4.7805039997523515,957396.3356221794,9.884504474462704e-09,829433370.3702205,9948105436.320538,0.00416429083926548
108371428.04961663,3450836413.259139,9.305900258216345,6391108.864512199,2.9126672264921967e-08,845900493.9394594,7270558826.840007,0.0009582941702886622
5894341956.576797,1902987429.0584407,18.890545447583925,6721593.961000518,7.744892622143161e-08,241394880.8739258,9732710051.06969,0.0013972256675864312
5751842061.142335,3590547918.7558084,7.20119131756619,8047276.743483876,3.126984555978667e-08,437040192.5714721,3620967413.472828,0.0009666682394608447
7781247830.18351,1994371597.3454764,14.351133869249766,4887314.191248854,3.016008832282461e-08,325745132.92068547,9652815712.877626,0.0008487995399997159
6388820941.125531,4610478234.402474,3.0204990379238565,2359956.84980606,5.0069396909544234e-08,255668836.41032273,6663847815.073427,0.001603681295756066
4113474769.822363,842406489.7666413,11.824751421514764,3715288.828589383,1.2960135230914572e-08,748836950.2300568,8453517235.485123,0.0007712170808226026
4594570146.450967,3540385519.1164823,9.912778811160301,6530800.051829744,3.6237754787048e-08,265946602.9631159,3019421864.6739993,0.0006936461641282767
2283411363.2866483,3185629375.6715803,19.912307405144727,7614138.816923097,5.95843103925491e-08,887180045.563909,3878790251.6456017,0.000833020592675892
871377998.276185,4700439229.873923,19.272491878787182,736187.582592826,6.475769771553982e-08,608539215.5095419,6093297549.600617,0.00037808542888572935
7457967298.95071,4379450318.450392,19.756162720653347,5486669.218855056,3.38834418992038e-08,868419078.2006726,3102189776.291497,0.0015373531177298653
7703543942.602078,1024743808.3156543,11.58051122136603,635727.6316816631,5.5462042133155264e-08,570172813.7426362,8983053411.809387,0.0007751569505300746
1528705220.591999,3717350797.61822,14.64041753084072,6136409.653343612,4.812853953308407e-09,83570385.03014445,4203287710.8346157,0.0003189774187776625
8990349874.273045,146844437.20933962,4.247044362989571,7167062.370782094,1.3094304868551125e-08,234436604.53536516,2157932775.4076796,0.015534060028571418
4471594442.296777,2927511888.249177,3.456672837051059,4403731.711780807,3.987969654261198e-09,229590526.21993193,6467530996.677452,0.0010665554284692257
256842931.88119373,3218161189.7389293,14.263337655238418,7778468.192420278,4.0424748580911446e-08,968558327.9933664,1825594114.3625705,0.0009047727500546957
7471892814.968258,1493256952.7160037,10.688067384881633,5132617.44791529,5.8626828052679365e-08,353999969.06688637,2752418580.288267,0.0013799872350879591
6673355170.871373,1486127225.9027133,5.468786818698759,7996971.585888139,6.695953377911141e-08,937765182.3465451,1348989558.5289524,0.002616102566247938
9643423377.071085,2093785248.817639,12.323125771545532,1279290.5608962625,2.408742224369194e-08,80556219.83673206,5211567437.063472,0.00109317916938233
4670350730.605801,404085435.2488704,3.338973769659038,9797685.144826043,3.8767025886785795e-08,351437776.900315,9879131981.376497,0.0043969928084487105
3789316404.391338,3217393170.704779,7.188502968901797,3367290.686246753,1.726451740785531e-08,819695517.2562128,8623676933.768677,0.0009772479226477823
6809848348.094944,451014130.37621033,6.209390390636335,5746231.0270981,1.2952828945993702e-09,252973022.06351757,9291614827.392557,0.003424432298968209
1003850034.8387803,3709382568.9396567,16.432521904240605,7386470.05339,3.48651740240471e-08,816091110.7052364,9510249952.61866,0.00046274497469555296
7855479414.827859,376068606.817893,10.581818483099452,6668793.490369387,9.046480938966878e-08,132185918.706528,5124051574.030512,0.002776022606973849
6697447830.040698,4921674134.545905,18.580755257308397,4248658.055852931,9.7774150204891e-08,255544386.86706135,5861869539.361257,0.0014948422933916384
5945069484.4543915,2786988065.2785997,11.481154220544324,8719240.271264717,1.5201330033721944e-08,541107537.4919406,4001418336.761348,0.0008130941252850069
3433112780.8895893,437742146.0970658,2.039377660131248,6584060.153565303,8.945080215159569e-08,846680364.1417745,5895263423.188208,0.005160842087061261
6877630908.075426,2821580364.093747,7.136130185286021,3003499.819170852,3.685497043337992e-08,718167089.2071017,8197675422.083933,0.0006776449155956028
4748112632.954367,1191078887.2089603,11.97841029091318,1049972.6725844818,8.829994662909024e-08,361238199.9646099,1486960863.2481606,0.0009976523211669597
1438209060.559221,3233922104.342338,11.16962849205559,8379489.770215004,2.4299060774356608e-08,238135571.06153545,4559001702.914919,0.000658068219069344
5008875848.222788,3123841089.955251,11.998828741171849,5908916.22589857,2.2886125950184193e-08,548416687.7599788,4286117884.3842525,0.0006197386898993775
2908624087.1777854,4273797910.787688,6.438213062452391,5930943.6104615405,6.062431920530385e-09,195905951.61551327,8377507045.479539,0.0008270630697154325
3182860618.2951717,1061058675.6930496,3.1630973862639875,9564043.015511204,1.8616095066186843e-08,844292487.7360784,4685149695.3246,0.0019781269370767436
767017382.8303572,3382435823.2139726,4.178998400603242,7231918.25127642,6.737844166714312e-08,651966666.112859,2072262479.9911647,0.001342668067185936
3543127698.816142,4505696010.572281,9.648165531457078,7368909.290603614,8.649656339798556e-08,711052652.8547515,2407843327.4139977,0.0012636562168943178
34202510.70405846,1004208986.4367738,14.5808921496098,3623242.189824563,6.960968245707634e-08,448392010.878658,2343908802.948812,0.0013636588635661424
9295279086.678183,753327714.9284472,17.48160789065538,1015409.2781471892,3.1915398855799685e-08,185631748.82728353,9853329389.652065,0.0008924705891844943
1002454733.6296839,2904161997.2533712,10.806572458773577,3128166.79405489,8.973842392650702e-08,993715059.7177479,1934060946.0951893,0.001728429273082404
9243360150.981438,781814621.7709509,2.707758411572226,4029209.431533679,4.9207635280174404e-08,650060384.9550654,3279912878.412855,0.004855634426292375
390851037.68729895,2902810995.9973774,17.47827164549452,7087386.489689349,5.673198098760184e-08,674265752.2917213,3232168586.4330716,0.0006465931330694
9718299729.455687,3700562757.54781,10.753617243079596,5801192.658780646,3.7245461621970806e-08,408204238.6550378,3956012046.949243,0.0014387582368953508
249953295.8884335,4178378978.418998,14.319327161197858,1763588.1828600725,8.095711478950026e-08,894176868.5800498,4626009627.619534,0.00034208060146653205
2869638131.7280183,1914229083.2240908,15.718290659228762,7018246.71103509,9.796415034710258e-08,553284759.0492058,4270864366.7594185,0.0012027622274972658
3289540569.183994,572077680.5196686,12.225930549141612,9014419.034584895,1.3086106577607928e-08,831004756.1349974,9374162159.885284,0.0011537967823979636
8888375826.65113,1828485560.3768044,11.834822130448092,534419.8631040152,6.891368448621051e-08,559906950.3298358,1685365568.3519711,0.0010596848264137434
8751701110.23318,1043887073.3061885,18.661334155896842,2169381.1365588163,5.565848439870551e-08,517698763.0495302,8796835145.337778,0.0012545151185077614
714643789.4212548,2869913129.6227937,12.21522712779173,6772280.45288261,8.545439182748212e-08,577682905.6473646,7984026255.418311,0.001100283003114607
1071125779.8244389,4449025272.022058,17.3790586592685,7160218.2333637085,6.016574875083712e-08,292321393.6135291,2607221593.6150956,0.0008539796329205002
639120775.9857545,1086234935.0426478,19.017236677251333,5218777.482811387,8.448982361461871e-09,182124367.6013944,4914267954.267013,0.0008088831495715847
4487219028.621672,1025187077.2263732,14.265676890395275,466663.29138070927,8.840266899912718e-08,617132969.194657,3618850464.1007543,0.0010855866907413102
6765452571.916251,243807012.45503005,2.0616592905702147,7954774.122437073,7.65061481754826e-08,161057439.67641008,7952800279.541381,0.015055797420007745
6826420125.823953,2449295941.695576,16.414906136151977,8742834.004565807,4.894249042779453e-08,177067979.73820248,5503385730.739108,0.0009191597409803822
4587183159.0063715,2258680734.797724,3.6135484717349566,1385100.1944995986,5.1215298852004966e-08,486961453.7994762,5737913785.463548,0.0012502149767985732
7997393621.606639,4166447991.572014,16.20762387937007,4515530.588980965,5.8654969625969847e-08,719470864.8307292,8902058507.526226,0.0004673510079507038
5726940427.544186,1705860612.198855,16.073933771538595,8931717.20153994,3.539742837194951e-08,870992769.6187756,7963959171.883208,0.0008490184003145708
6930035330.681596,2430705509.0782423,3.95338508988265,1023539.9650181809,7.387832208731143e-08,241162542.7608901,6165628861.737704,0.00153174641147208
9263340527.583471,4442589571.920209,9.439760573404348,4185864.0943625094,4.506515935636105e-08,676855668.2788486,9240318850.286997,0.0006762062739914902
1108206977.8955874,1091079036.2548623,9.522137762476127,9188013.357791003,1.879995551584226e-08,823156294.6436518,9489832301.17851,0.0008545019619039229
7312122898.311225,1109169321.9427652,11.453457369514396,1367209.8867840571,9.271342693565697e-08,693543000.1917348,9359930759.514826,0.0008640424053109539
5542571193.503206,957744301.3561162,1.6332992796067,8379256.776625067,2.9539177908635497e-08,207351758.3904356,4805113632.028243,0.004615448338415662
